name,symbol,logoUrl
DOĞUŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,DGGYO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DGGYO.png
DOĞANLAR MOBİLYA GRUBU İMALAT SANAYİ VE TİCARET A.Ş.,DGNMO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DGNMO.png
DİRİTEKS DİRİLİŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,DIRIT,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DIRIT.png
DİTAŞ DOĞAN YEDEK PARÇA İMALAT VE TEKNİK A.Ş.,DITAS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DITAS.png
DMR UNLU MAMULLER ÜRETİM GIDA TOPTAN PERAKENDE İHRACAT A.Ş.,DMRGD,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DMRGD.png
DEMİSAŞ DÖKÜM EMAYE MAMÜLLERİ SANAYİ A.Ş.,DMSAS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DMSAS.png
DİNAMİK ISI MAKİNA YALITIM MALZEMELERİ SANAYİ VE TİCARET A.Ş.,DNISI,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DNISI.png
DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş.,DOAS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DOAS.png
DOĞAN BURDA DERGİ YAYINCILIK VE PAZARLAMA A.Ş.,DOBUR,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DOBUR.png
DOĞUSAN BORU SANAYİİ VE TİCARET A.Ş.,DOGUB,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DOGUB.png
DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.,DOHOL,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DOHOL.png
DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.,DOKTA,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DOKTA.png
DURAN DOĞAN BASIM VE AMBALAJ SANAYİ A.Ş.,DURDO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DURDO.png
DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.,DYOBY,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DYOBY.png
DENİZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,DZGYO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/DZGYO.png
EBEBEK MAĞAZACILIK A.Ş.,EBEBK,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EBEBK.png
EİS ECZACIBAŞI İLAÇ SINAİ VE FİNANSAL YATIRIMLAR SANAYİ VE TİCARET A.Ş.,ECILC,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ECILC.png
ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.,ECZYT,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ECZYT.png
E-DATA TEKNOLOJİ PAZARLAMA A.Ş.,EDATA,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EDATA.png
EDİP GAYRİMENKUL YATIRIM SANAYİ VE TİCARET A.Ş.,EDIP,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EDIP.png
EGE ENDÜSTRİ VE TİCARET A.Ş.,EGEEN,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EGEEN.png
NASMED ÖZEL SAĞLIK HİZMETLERİ TİCARET A.Ş.,EGEPO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EGEPO.png
EGE GÜBRE SANAYİİ A.Ş.,EGGUB,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EGGUB.png
EGE PROFİL TİCARET VE SANAYİ A.Ş.,EGPRO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EGPRO.png
EGE SERAMİK SANAYİ VE TİCARET A.Ş.,EGSER,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EGSER.png
EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,EKGYO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EKGYO.png
EKİZ KİMYA SANAYİ VE TİCARET A.Ş.,EKIZ,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EKIZ.png
EKSUN GIDA TARIM SANAYİ VE TİCARET A.Ş.,EKSUN,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EKSUN.png
ELİTE NATUREL ORGANİK GIDA SANAYİ VE TİCARET A.Ş.,ELITE,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ELITE.png
EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.,EMKEL,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EMKEL.png
EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.,EMNIS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EMNIS.png
ENERYA ENERJİ A.Ş.,ENERY,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ENERY.png
ENERJİSA ENERJİ A.Ş.,ENJSA,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ENJSA.png
ENKA İNŞAAT VE SANAYİ A.Ş.,ENKAI,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ENKAI.png
ENSARİ DERİ GIDA SANAYİ VE TİCARET A.Ş.,ENSRI,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ENSRI.png
EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.,EPLAS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EPLAS.png
ERBOSAN ERCİYAS BORU SANAYİİ VE TİCARET A.Ş.,ERBOS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ERBOS.png
ERCİYAS ÇELİK BORU SANAYİ A.Ş.,ERCB,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ERCB.png
EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.,EREGL,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EREGL.png
ERSU MEYVE VE GIDA SANAYİ A.Ş.,ERSU,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ERSU.png
ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.,ESCAR,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ESCAR.png
ESCORT TEKNOLOJİ YATIRIM A.Ş.,ESCOM,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ESCOM.png
ESENBOĞA ELEKTRİK ÜRETİM A.Ş.,ESEN,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ESEN.png
ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.,ETILR,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ETILR.png
EURO TREND YATIRIM ORTAKLIĞI A.Ş.,ETYAT,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ETYAT.png
EURO YATIRIM HOLDİNG A.Ş.,EUHOL,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EUHOL.png
EURO KAPİTAL YATIRIM ORTAKLIĞI A.Ş.,EUKYO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EUKYO.png
EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş.,EUPWR,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EUPWR.png
EUROPEN ENDÜSTRİ İNŞAAT SANAYİ VE TİCARET A.Ş.,EUREN,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EUREN.png
EURO MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,EUYO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EUYO.png
EYG GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,EYGYO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/EYGYO.png
FADE GIDA YATIRIM SANAYİ TİCARET A.Ş.,FADE,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/FADE.png
FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.,FLAP,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/FLAP.png
FEDERAL-MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.,FMIZP,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/FMIZP.png
FONET BİLGİ TEKNOLOJİLERİ A.Ş.,FONET,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/FONET.png
FORMET METAL VE CAM SANAYİ A.Ş.,FORMT,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/FORMT.png
FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş.,FORTE,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/FORTE.png
FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.,FRIGO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/FRIGO.png
FORD OTOMOTİV SANAYİ A.Ş.,FROTO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/FROTO.png
FUZUL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,FZLGY,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/FZLGY.png
TÜRKİYE GARANTİ BANKASI A.Ş.,GARAN,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GARAN.png
GARANTİ FAKTORİNG A.Ş.,GARFA,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GARFA.png
GEDİK YATIRIM MENKUL DEĞERLER A.Ş.,GEDIK,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GEDIK.png
GEDİZ AMBALAJ SANAYİ VE TİCARET A.Ş.,GEDZA,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GEDZA.png
GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,GENIL,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GENIL.png
GENTAŞ DEKORATİF YÜZEYLER SANAYİ VE TİCARET A.Ş.,GENTS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GENTS.png
GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.,GEREL,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GEREL.png
GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.,GESAN,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GESAN.png
GIPTA OFİS KIRTASİYE VE PROMOSYON ÜRÜNLERİ İMALAT SANAYİ A.Ş.,GIPTA,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GIPTA.png
GLOBAL MENKUL DEĞERLER A.Ş.,GLBMD,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GLBMD.png
GELECEK VARLIK YÖNETİMİ A.Ş.,GLCVY,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GLCVY.png
GÜLER YATIRIM HOLDİNG A.Ş.,GLRYH,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GLRYH.png
GLOBAL YATIRIM HOLDİNG A.Ş.,GLYHO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GLYHO.png
GİMAT MAĞAZACILIK SANAYİ VE TİCARET A.Ş.,GMTAS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GMTAS.png
GÖKNUR GIDA MADDELERİ ENERJİ İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ A.Ş.,GOKNR,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GOKNR.png
GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.,GOLTS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GOLTS.png
GOODYEAR LASTİKLERİ T.A.Ş.,GOODY,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GOODY.png
GÖZDE GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,GOZDE,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GOZDE.png
GARANTİ YATIRIM ORTAKLIĞI A.Ş.,GRNYO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GRNYO.png
GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.,GRSEL,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GRSEL.png
GRAINTURK TARIM A.Ş.,GRTRK,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GRTRK.png
GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.,GSDDE,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GSDDE.png
GSD HOLDİNG A.Ş.,GSDHO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GSDHO.png
GÜBRE FABRİKALARI T.A.Ş.,GUBRF,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GUBRF.png
GALATA WIND ENERJİ A.Ş.,GWIND,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GWIND.png
GEZİNOMİ SEYAHAT TURİZM TİCARET A.Ş.,GZNMI,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/GZNMI.png
TÜRKİYE HALK BANKASI A.Ş.,HALKB,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/HALKB.png
HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.,HATEK,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/HATEK.png
HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş.,HATSN,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/HATSN.png
HEDEF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,HDFGS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/HDFGS.png
HEDEF HOLDİNG A.Ş.,HEDEF,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/HEDEF.png
HEKTAŞ TİCARET T.A.Ş.,HEKTS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/HEKTS.png
HİDROPAR HAREKET KONTROL TEKNOLOJİLERİ MERKEZİ SANAYİ VE TİCARET A.Ş.,HKTM,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/HKTM.png
HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,HLGYO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/HLGYO.png
HİTİT BİLGİSAYAR HİZMETLERİ A.Ş.,HTTBT,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/HTTBT.png
HUB GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,HUBVC,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/HUBVC.png
HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,HUNER,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/HUNER.png
HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.,HURGZ,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/HURGZ.png
ICBC TURKEY BANK A.Ş.,ICBCT,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ICBCT.png
ICU GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,ICUGS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ICUGS.png
İDEAL FİNANSAL TEKNOLOJİLER VE DANIŞMANLIK A.Ş.,IDEAS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/IDEAS.png
İDEALİST GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,IDGYO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/IDGYO.png
IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş.,IEYHO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/IEYHO.png
İHLAS HABER AJANSI A.Ş.,IHAAS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/IHAAS.png
İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.,IHEVA,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/IHEVA.png
İHLAS GAZETECİLİK A.Ş.,IHGZT,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/IHGZT.png
İHLAS HOLDİNG A.Ş.,IHLAS,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/IHLAS.png
İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş.,IHLGM,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/IHLGM.png
İHLAS YAYIN HOLDİNG A.Ş.,IHYAY,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/IHYAY.png
İMAŞ MAKİNA SANAYİ A.Ş.,IMASM,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/IMASM.png
İNDEKS BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.,INDES,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/INDES.png
İNFO YATIRIM MENKUL DEĞERLER A.Ş.,INFO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/INFO.png
INGRAM MİCRO BİLİŞİM SİSTEMLERİ A.Ş.,INGRM,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/INGRM.png
İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YATIRIM VE PAZARLAMA A.Ş.,INTEM,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/INTEM.png
INVEO YATIRIM HOLDİNG A.Ş.,INVEO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/INVEO.png
INVESTCO HOLDİNG A.Ş.,INVES,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/INVES.png
İPEK DOĞAL ENERJİ KAYNAKLARI ARAŞTIRMA VE ÜRETİM A.Ş.,IPEKE,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/IPEKE.png
TÜRKİYE İŞ BANKASI A.Ş.,ISATR,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ISATR.png
İŞBİR HOLDİNG A.Ş.,ISBIR,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ISBIR.png
TÜRKİYE İŞ BANKASI A.Ş.,ISBTR,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ISBTR.png
TÜRKİYE İŞ BANKASI A.Ş.,ISCTR,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ISCTR.png
İSKENDERUN DEMİR VE ÇELİK A.Ş.,ISDMR,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ISDMR.png
İŞ FİNANSAL KİRALAMA A.Ş.,ISFIN,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ISFIN.png
İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,ISGSY,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ISGSY.png
İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ISGYO,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ISGYO.png
IŞIK PLASTİK SANAYİ VE DIŞ TİCARET PAZARLAMA A.Ş.,ISKPL,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ISKPL.png
TÜRKİYE İŞ BANKASI A.Ş.,ISKUR,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ISKUR.png
İŞ YATIRIM MENKUL DEĞERLER A.Ş.,ISMEN,https://cdn.jsdelivr.net/gh/ahmeterenodaci/Istanbul-Stock-Exchange--BIST--including-symbols-and-logos/logos/ISMEN.png
